Guide	Gene	ctrl_1	ctrl_2	ctrl_3	test_1	test_2	test_3
ZNF571_-_38085201.23-P1P2_h5_Top5	ZNF571	875	1062	660	551	596	173
HKR1_-_37825595.23-P2_h5_Top5	HKR1	756	953	481	777	716	150
GRHL1_+_10091838.23-P1P2_h5_Top5	GRHL1	2746	4177	2090	1721	2394	635
USF1_+_161015630.23-P1P2_h5_Top5	USF1	1328	2177	1347	1182	1557	371
ELAVL3_+_11591419.23-P1_h5_Top5	ELAVL3	3413	5040	2708	2298	3520	902
L3MBTL2_-_41601533.23-P1P2_h5_Top5	L3MBTL2	723	1111	666	661	1012	223
CREBZF_-_85376158.23-P1P2_h5_Top5	CREBZF	2121	2590	1503	1274	1768	410
DNASE1L3_+_58196623.23-P1P2_h5_Top5	DNASE1L3	3068	4459	2572	2323	3394	764
CELF2_+_11207578.23-P1P2_h5_Top5	CELF2	1298	1465	839	936	932	262
ZNF205_+_3162605.23-P1P2_h5_Top5	ZNF205	1166	1625	1116	881	1270	269
PRIMPOL_-_185570911.23-P1P2_h5_Top5	PRIMPOL	990	1066	613	642	1056	184
LCOR_-_98592062.23-P1P2_h5_Top5	LCOR	1318	2031	882	572	1059	216
PLEK2_+_67878642.23-P1P2_h5_Top5	PLEK2	2369	4026	2158	1257	1619	430
LARP4B_-_931696.23-ENST00000316157.3_h5_Top5	LARP4B	451	621	509	290	472	107
SARNP_+_56211428.23-P1P2_h5_Top5	SARNP	437	414	287	270	407	91
SATB1_-_18466357.23-P1_h5_Top5	SATB1	1671	2522	1465	1043	1906	440
HIST2H4B_+_149832683.23-ENST00000369157.2,ENST00000392932.4,ENST00000392933.1_h5_Top5	HIST2H4B	3764	5517	3061	2467	3501	802
TSPYL4_-_116575193.23-P1P2_h5_Top5	TSPYL4	750	909	875	413	614	210
MED4_+_48668779.23-P1P2_h5_Top5	MED4	196	350	283	142	181	51
TBX4_+_59529827.23-P1_h5_Top5	TBX4	2563	4092	2665	1843	2750	692
AHCTF1_+_247095155.23-P1P2_h5_Top5	AHCTF1	1113	1457	866	898	1251	282
THOC3_-_175395058.23-P1P2_h5_Top5	THOC3	4511	5769	2802	2599	3806	1012
TBX6_+_30103196.23-P1P2_h5_Top5	TBX6	1946	3662	1640	1593	2301	503
MDP1_+_24684767.23-P1P2_h5_Supp5	MDP1	0	0	0	109	13	0
DEPDC7_-_33037498.23-P1P2_h5_Top5	DEPDC7	1719	2466	1347	1129	1659	358
HDGFRP2_-_4488774.23-P2_h5_Top5	HDGFRP2	1735	2453	1671	1062	1737	443
NFIX_+_13106261.23-P1_h5_Top5	NFIX	2116	2949	1829	1520	1834	482
MDFIC_+_114563015.23-P1P2_h5_Top5	MDFIC	1403	2472	1163	1052	1661	402
ZNF345_-_37342017.23-P1P2_h5_Top5	ZNF345	1154	1346	804	752	1001	219
ZNF829_+_37406764.23-P1P2_h5_Top5	ZNF829	1273	2026	1271	786	1108	282
GNL2_-_38061468.23-P1P2_h5_Top5	GNL2	86	124	57	48	151	14
ZNF639_+_179041203.23-P1P2_h5_Top5	ZNF639	595	834	365	347	709	171
NMI_+_152146097.23-P1P2_h5_Top5	NMI	1405	2015	1214	1120	1433	442
XPO5_-_43543670.23-P1P2_h5_Top5	XPO5	4581	5340	3070	2604	3456	768
ZNF789_-_99070602.23-P1P2_h5_Top5	ZNF789	3539	4599	3082	2496	3210	857
ATMIN_+_81069685.23-P1P2_h5_Top5	ATMIN	2730	4146	2008	1988	2806	714
USF2_+_35759877.23-P1P2_h5_Top5	USF2	816	1094	624	467	658	159
AHRR_+_321829.23-P1P2_h5_Top5	AHRR	2427	3343	2043	1373	2254	478
KDM3B_+_137688661.23-P1P2_h5_Top5	KDM3B	3783	4835	2762	2121	3322	682
ZNF280C_+_129402527.23-P1P2_h5_Top5	ZNF280C	2292	2966	1873	1090	2158	574
AGO2_-_141645534.23-P1P2_h5_Top5	AGO2	4039	5705	3059	2297	3830	895
MED4_+_48669127.23-P1P2_h5_Top5	MED4	69	200	175	58	125	18
ZNF273_-_64343343.23-P2_h5_Top5	ZNF273	1419	2428	1033	906	1534	272
ZNF117_+_64466668.23-P1P2_h5_Top5	ZNF117	948	1419	763	539	943	227
ZNF718_+_154870.23-ENST00000400172.3_h5_Top5	ZNF718	1297	1580	964	641	1130	241
BCL9L_-_118796614.23-P1P2_h5_Top5	BCL9L	3046	4473	2512	2183	3125	751
ZNF677_-_53758044.23-P1P2_h5_Top5	ZNF677	2311	3171	1787	1364	2255	532
FOSL2_+_28616137.23-P1P2_h5_Top5	FOSL2	324	714	485	351	322	157
ELAVL2_-_23821357.23-P2_h5_Top5	ELAVL2	3228	3519	2827	2110	2646	663
ZNF131_+_43121445.23-P1P2_h5_Top5	ZNF131	785	1374	558	419	934	140
SSPO_+_149519197.23-P1P2_h5_Top5	SSPO	2616	3439	1715	1521	2716	559
SPTBN5_-_42185766.23-P1P2_h5_Top5	SPTBN5	384	546	465	208	365	120
BASP1_-_17217716.23-P1P2_h5_Top5	BASP1	2156	3059	1473	1396	1891	429
ZFPM1_-_88519883.23-P1P2_h5_Top5	ZFPM1	1823	2779	1117	1218	1732	398
SRSF8_-_94800727.23-P1P2_h5_Top5	SRSF8	5149	6014	3846	2919	4056	1068
RBM4B_+_66445316.23-P1P2_h5_Top5	RBM4B	729	1180	799	633	933	220
PAPD4_+_78908476.23-P1P2_h5_Top5	PAPD4	1073	1606	996	723	1287	361
ZNF599_+_35264040.23-P1P2_h5_Top5	ZNF599	745	1616	936	551	1198	259
CXorf27_-_37850297.23-P1P2_h5_Top5	CXorf27	1734	2403	1099	979	1798	339
LARP1B_-_128982504.23-P1P2_h5_Top5	LARP1B	4124	5587	2800	2363	3532	817
HELB_+_66696341.23-P1P2_h5_Top5	HELB	1283	1532	991	718	1027	273
ANKRD16_+_5931463.23-P1P2_h5_Top5	ANKRD16	2438	3181	1774	1929	2517	541
ZNF792_-_35454685.23-P1P2_h5_Top5	ZNF792	2445	3264	1891	1550	2437	480
JRK_+_143763315.23-P2_h5_Top5	JRK	1730	2934	1103	1068	1669	348
non-targeting_01262_h5_Top5	non-targeting	3287	4804	2702	2212	3245	791
PHF10_-_170124315.23-P1P2_h5_Top5	PHF10	383	510	304	203	321	41
RBFOX2_+_36236481.23-P2_h5_Top5	RBFOX2	1046	1444	693	428	908	162
RNPS1_-_2318009.23-P1P2_h5_Supp5	RNPS1	0	0	1	0	0	0
NFIL3_-_94185657.23-P1P2_h5_Top5	NFIL3	1798	2397	1323	1187	1513	395
ANKRD44_-_198062864.23-ENST00000328737.2_h5_Top5	ANKRD44	921	1186	670	621	925	186
DCDC2_+_24357817.23-P1P2_h5_Top5	DCDC2	1515	1830	1000	1080	1283	313
TROVE2_+_193028825.23-P1P2_h5_Top5	TROVE2	761	855	516	520	570	181
RFX6_+_117198489.23-P1P2_h5_Top5	RFX6	659	1233	579	304	819	205
DUSP5_-_112258153.23-P1P2_h5_Top5	DUSP5	1457	2604	1495	880	1869	423
ZNF433_+_12146514.23-P1P2_h5_Top5	ZNF433	2023	2972	1423	1239	1780	398
SIRT6_+_4182567.23-P1P2_h5_Top5	SIRT6	1274	2016	1107	1020	1396	313
PRPF6_+_62612544.23-P1P2_h5_Top5	PRPF6	78	177	73	116	101	18
PAPOLB_+_4901275.23-P1P2_h5_Top5	PAPOLB	852	856	658	481	643	185
BICD1_+_32260107.23-P1P2_h5_Top5	BICD1	2186	3131	1542	1254	1771	401
ZNF34_-_146012338.23-P1P2_h5_Top5	ZNF34	3593	4598	2266	2558	3339	857
ZNF580_-_56152833.23-P1_h5_Top5	ZNF580	1136	1187	708	737	1067	165
MYOG_-_203055102.23-P1P2_h5_Top5	MYOG	1022	1705	837	574	858	221
SAP30L_-_153825576.23-P1P2_h5_Top5	SAP30L	1759	2402	1114	967	1516	376
RBMXL2_+_7110320.23-P1P2_h5_Top5	RBMXL2	912	1285	656	521	997	210
HAND2_-_174451310.23-P1_h5_Top5	HAND2	2120	2653	1603	1354	2157	440
RAVER1_+_10444112.23-P1_h5_Top5	RAVER1	2580	3223	1844	1248	1985	445
MND1_+_154265887.23-P1P2_h5_Top5	MND1	1024	1376	908	800	1050	267
BATF_-_75989205.23-P1P2_h5_Top5	BATF	1954	3069	1642	1338	1992	409
ZFP30_-_38146370.23-P1P2_h5_Top5	ZFP30	1420	2074	1401	981	1514	355
GNL3_-_52720068.23-P1P2_h5_Top5	GNL3	590	766	441	381	513	157
MSX1_-_4861451.23-P1P2_h5_Top5	MSX1	2578	3708	1876	1650	2211	524
DIDO1_+_61557796.23-P1_h5_Top5	DIDO1	1735	2312	1155	1147	1869	339
ZNF658_-_40791614.23-ENST00000377626.3,ENST00000602553.1_h5_Top5	ZNF658	1204	1865	884	811	991	237
CLOCK_+_56412980.23-P1P2_h5_Top5	CLOCK	2344	3412	1943	1618	2481	570
non-targeting_01152_h5_Top5	non-targeting	2233	2834	1638	1393	2010	566
RRP7A_-_42915755.23-P1P2_h5_Top5	RRP7A	83	173	75	63	159	23
CXXC1_-_47813651.23-P1P2_h5_Top5	CXXC1	1692	2773	1241	1365	1822	400
ZBTB32_+_36204725.23-P1P2_h5_Top5	ZBTB32	1428	2092	1310	1006	1305	323
ZNF135_-_58571027.23-P1P2_h5_Top5	ZNF135	1145	1517	1121	914	1278	299
ZNF395_-_28243244.23-P1P2_h5_Top5	ZNF395	3722	5744	3708	2372	3921	957
ZC3H3_+_144623544.23-P1P2_h5_Top5	ZC3H3	2219	3685	1784	1443	2191	460
CDKN2AIP_+_184366219.23-P1P2_h5_Top5	CDKN2AIP	895	1064	762	387	462	118
ZNF98_+_22604955.23-P1P2_h5_Top5	ZNF98	1571	2601	1373	1400	1684	420
FOXP2_-_114054440.23-ENST00000393494.2_h5_Top5	FOXP2	417	639	282	184	470	87
RMI2_-_11439370.23-P1P2_h5_Top5	RMI2	850	1043	679	581	888	250
DMRT1_+_841762.23-P1P2_h5_Top5	DMRT1	1615	2336	1491	955	1930	397
TRUB2_-_131084721.23-P1P2_h5_Top5	TRUB2	1756	2531	1375	1800	2037	541
LCOR_-_98592737.23-P1P2_h5_Top5	LCOR	563	1171	611	532	663	111
PER3_-_7844355.23-P1P2_h5_Top5	PER3	4242	5613	3135	2739	3858	786
TRA2A_+_23545565.23-P2_h5_Top5	TRA2A	1235	1986	1048	674	1673	254
GRHL1_+_10091843.23-P1P2_h5_Top5	GRHL1	1272	2352	1269	876	1401	311
ZNF667_+_56988300.23-P1P2_h5_Top5	ZNF667	873	1431	568	479	853	234
CXCL6_+_74702452.23-P1P2_h5_Top5	CXCL6	1078	1150	655	583	694	127
CGGBP1_+_88198924.23-P2_h5_Top5	CGGBP1	611	783	329	439	496	106
ZNF16_-_146176205.23-P1P2_h5_Top5	ZNF16	3864	5690	3030	2506	3667	928
HES2_-_6484323.23-P2_h5_Top5	HES2	1087	1407	885	723	945	231
ELF5_-_34535253.23-P1P2_h5_Top5	ELF5	1672	2161	1446	983	1422	394
SIX2_+_45236561.23-P1P2_h5_Top5	SIX2	1403	1953	1202	976	1157	324
WDR83_-_12777659.23-P2_h5_Top5	WDR83	1535	2016	1162	1029	1673	338
SETD8_-_123873877.23-P1_h5_Top5	SETD8	1369	1580	903	779	1183	299
POU5F2_+_93076907.23-P1P2_h5_Top5	POU5F2	3599	4631	2721	2346	3403	801
ANKS3_+_4784206.23-P1P2_h5_Top5	ANKS3	1922	2727	1590	1269	1814	398
ZNF335_+_44600793.23-P1P2_h5_Top5	ZNF335	547	805	377	430	674	171
NOP2_+_6677431.23-P1P2_h5_Top5	NOP2	114	156	137	56	100	53
MAEL_+_166958543.23-P1P2_h5_Top5	MAEL	294	382	137	206	291	63
SUDS3_-_118814571.23-P1P2_h5_Top5	SUDS3	1037	1094	827	831	706	208
HNRNPA1L2_+_53192035.23-P2_h5_Top5	HNRNPA1L2	3955	4745	2964	2694	3163	811
DVL2_+_7137643.23-P1P2_h5_Top5	DVL2	943	1592	683	481	1221	294
ZNF595_+_53654.23-P1_h5_Supp5	ZNF595	1	0	0	0	0	0
MESP1_+_90293667.23-P1P2_h5_Top5	MESP1	2144	3003	1709	1594	2029	545
SNRPG_-_70520494.23-P1P2_h5_Top5	SNRPG	24	42	49	19	52	16
ZNF551_-_58193781.23-P1P2_h5_Top5	ZNF551	1163	1362	756	695	1026	209
RWDD1_-_116892689.23-P1P2_h5_Top5	RWDD1	2741	3714	1926	1741	2455	650
HIST1H2AL_-_27833556.23-ENST00000357320.2_h5_Top5	HIST1H2AL	537	338	470	208	380	99
ZDHHC11_+_850287.23-P1P2_h5_Top5	ZDHHC11	2354	3733	1984	1609	2609	540
AARSD1_+_41116417.23-P1_h5_Top5	AARSD1	1703	2431	1358	1475	1630	443
non-targeting_01281_h5_Top5	non-targeting	2142	2815	1696	1677	2041	543
ASH1L_-_155532147.23-P1P2_h5_Top5	ASH1L	1743	2996	1549	1467	2305	501
HLX_+_221053243.23-P1P2_h5_Top5	HLX	3545	5233	2709	2492	3793	855
ZNF644_+_91486973.23-P1P2_h5_Top5	ZNF644	354	492	296	260	411	58
ZNF573_+_38270217.23-P1P2_h5_Top5	ZNF573	1788	3002	1471	1319	2033	397
TCEAL2_+_101380657.23-P1_h5_Top5	TCEAL2	2279	3615	1802	1534	2391	555
EXOSC2_-_133569533.23-P1P2_h5_Top5	EXOSC2	486	745	318	198	485	118
NRG1_+_32406216.23-P1P2_h5_Top5	NRG1	1562	2785	1491	1258	1890	432
ZNF354A_+_178157594.23-P1P2_h5_Top5	ZNF354A	3268	4201	2182	1949	2661	672
TSN_+_122513317.23-P1P2_h5_Top5	TSN	1449	2459	1119	982	1641	440
NR2E3_-_72103374.23-P1P2_h5_Top5	NR2E3	750	1159	447	654	785	148
TRNAU1AP_+_28879663.23-P1P2_h5_Top5	TRNAU1AP	198	272	171	147	248	77
non-targeting_01237_h5_Top5	non-targeting	1189	1699	946	910	1007	303
TOP3B_-_22337154.23-P1P2_h5_Top5	TOP3B	4033	5591	3242	3453	4914	1325
ZNF594_-_5094741.23-P1P2_h5_Top5	ZNF594	1584	2539	1603	1546	1874	391
SLC26A3_-_107443632.23-P1P2_h5_Top5	SLC26A3	830	999	503	568	802	191
TNRC6A_-_24741060.23-P1P2_h5_Top5	TNRC6A	2123	3621	1786	1254	2265	427
PHF3_+_64346005.23-P1P2_h5_Top5	PHF3	178	183	49	130	148	41
ZNF514_-_95831323.23-P1_h5_Top5	ZNF514	2438	2810	1537	1449	2168	424
HR_+_21990875.23-P2_h5_Top5	HR	1655	2101	1281	853	1492	334
SIGIRR_-_407154.23-P1_h5_Top5	SIGIRR	298	508	251	138	272	69
NKX6-3_+_41508301.23-P1P2_h5_Top5	NKX6-3	1051	1577	843	819	1057	253
EEF1B2_+_207024362.23-P1P2_h5_Top5	EEF1B2	503	1323	550	333	949	275
TEF_-_41778002.23-P1_h5_Top5	TEF	4762	7012	3740	3264	4401	945
ZNF613_+_52430692.23-P1P2_h5_Top5	ZNF613	3099	3409	2292	1898	2881	666
non-targeting_01102_h5_Top5	non-targeting	2010	2813	1833	1318	1861	458
NKX2-8_+_37051387.23-P1P2_h5_Top5	NKX2-8	1195	2018	917	705	1153	245
CASZ1_-_10856303.23-ENST00000377022.3_h5_Top5	CASZ1	2415	3114	1610	1199	2283	457
EXOSC2_-_133569408.23-P1P2_h5_Top5	EXOSC2	264	193	156	83	129	30
ZBED4_-_50247504.23-P1P2_h5_Top5	ZBED4	1978	3442	1934	1654	2348	616
DIS3L_+_66586032.23-P1P2_h5_Top5	DIS3L	2353	3390	2080	1608	2340	605
HHEX_+_94449788.23-P1P2_h5_Top5	HHEX	1947	3123	1449	1575	1945	521
ZNF365_+_64134628.23-P1P2_h5_Top5	ZNF365	953	1195	734	622	760	178
SUB1_-_32532353.23-P2_h5_Top5	SUB1	723	1098	608	454	848	160
ZNF19_+_71518130.23-P1P2_h5_Top5	ZNF19	1358	1837	976	769	1063	230
TRPC5_-_111325159.23-P1P2_h5_Top5	TRPC5	1084	1334	800	674	1371	263
MED15_+_20862077.23-P1_h5_Top5	MED15	3125	4771	2784	1452	2274	497
RRP12_-_99161036.23-P1P2_h5_Top5	RRP12	24	40	0	0	9	5
MIER1_+_67391054.23-P1_h5_Top5	MIER1	2423	3037	1724	1398	2052	484
ZHX1_+_124286488.23-P1P2_h5_Top5	ZHX1	676	1606	584	590	929	160
ZNF480_+_52800866.23-P1P2_h5_Top5	ZNF480	2962	4931	2659	1644	2750	754
HR_+_21990484.23-P2_h5_Top5	HR	568	976	259	487	649	108
GTF2E2_+_30515555.23-P1P2_h5_Top5	GTF2E2	161	232	184	122	279	64
SLX1A_-_30205697.23-ENST00000251303.6_h5_Top5	SLX1A	2917	3780	1998	1520	2384	511
KDM4D_+_94707090.23-P1P2_h5_Top5	KDM4D	1074	1619	762	1010	1021	229
RBM47_-_40632835.23-P1P2_h5_Top5	RBM47	2453	3624	1999	2061	2931	725
TBX2_+_59477640.23-P1P2_h5_Top5	TBX2	1466	2194	1104	1067	1604	367
ZNF337_-_25677436.23-P1P2_h5_Top5	ZNF337	914	1720	770	615	1094	272
ZNF554_-_2819928.23-P1P2_h5_Top5	ZNF554	1448	2350	1497	1002	1650	428
ESF1_+_13765482.23-P1_h5_Top5	ESF1	32	0	11	0	0	1
C9orf43_+_116173058.23-P1P2_h5_Top5	C9orf43	1613	2412	1235	1046	1315	370
ZNF20_+_12251176.23-P2_h5_Top5	ZNF20	2668	4351	2534	2108	3063	758
KLF11_+_10183901.23-P1P2_h5_Top5	KLF11	3712	5109	2514	2242	3382	732
ZNF496_-_247494945.23-P1P2_h5_Top5	ZNF496	1212	1695	885	1000	1206	282
LHX4_-_180199460.23-P1P2_h5_Top5	LHX4	1109	1626	756	604	1351	260
SRXN1_+_633426.23-P1P2_h5_Top5	SRXN1	1353	1644	916	804	994	262
HCFC2_+_104458352.23-P1P2_h5_Top5	HCFC2	860	1128	825	713	1017	262
DZIP1_-_96296524.23-P1P2_h5_Top5	DZIP1	1534	1890	1100	983	1521	329
EMG1_-_7080253.23-P1P2_h5_Top5	EMG1	973	1502	817	688	937	210
ZSCAN9_+_28193066.23-P1P2_h5_Top5	ZSCAN9	4298	6473	3403	2971	4565	1013
CECR6_+_17602174.23-P1P2_h5_Top5	CECR6	3094	4439	2617	2035	3228	744
ZNF280B_-_22863029.23-P1P2_h5_Top5	ZNF280B	2410	3360	2240	2039	2273	573
TCEAL4_+_102840463.23-P1_h5_Top5	TCEAL4	3174	4991	2841	2340	2977	875
OTP_+_76934313.23-P1P2_h5_Top5	OTP	1714	2415	1440	1165	1778	425
non-targeting_01142_h5_Top5	non-targeting	1393	1926	1129	912	1387	352
non-targeting_01255_h5_Top5	non-targeting	1297	1232	673	693	890	235
NAB1_-_191514257.23-P1P2_h5_Top5	NAB1	1397	2065	1176	806	1122	354
PRDM1_+_106534241.23-P1P2_h5_Top5	PRDM1	1662	3085	1616	1335	1807	401
LIN54_+_83933650.23-P1_h5_Top5	LIN54	3780	5035	2966	2723	3692	954
ZNF215_-_6948188.23-P1P2_h5_Top5	ZNF215	1549	2338	1157	1106	1690	381
ZNF597_+_3493460.23-P1P2_h5_Top5	ZNF597	1651	2203	1596	1097	1420	414
ZNF235_+_44809125.23-P1P2_h5_Top5	ZNF235	1064	1205	1045	669	746	233
RFX1_+_14117109.23-P1P2_h5_Top5	RFX1	718	988	663	472	1005	201
ZNF460_-_57791345.23-P1P2_h5_Top5	ZNF460	1075	1484	807	746	1081	209
RBBP5_-_205091104.23-P1P2_h5_Top5	RBBP5	129	215	64	68	224	16
TRUB1_-_116698453.23-P1P2_h5_Top5	TRUB1	2247	2674	1644	1532	1922	548
NAB1_-_191514096.23-P1P2_h5_Top5	NAB1	1194	1530	751	662	970	216
ZNF540_+_38042581.23-P2_h5_Top5	ZNF540	3664	5785	3170	2274	3676	987
ZNF567_-_37178541.23-P1P2_h5_Top5	ZNF567	3244	4246	2787	2112	2860	703
ZNF534_+_52932491.23-P1P2_h5_Top5	ZNF534	1029	1687	932	592	905	277
CTIF_-_46065771.23-P1P2_h5_Top5	CTIF	827	1434	645	618	883	173
ZNF585B_+_37701409.23-P1P2_h5_Top5	ZNF585B	1608	2455	1177	898	1529	335
EXOSC8_+_37574993.23-P1P2_h5_Top5	EXOSC8	520	852	430	349	433	170
NRBF2_+_64893099.23-P1P2_h5_Top5	NRBF2	2404	4074	2441	1677	2619	672
ZNF740_-_53574926.23-P1P2_h5_Top5	ZNF740	835	1400	821	621	824	216
MSC_-_72756751.23-P1P2_h5_Top5	MSC	1093	1595	864	638	1100	230
ZFR2_+_3868611.23-P1P2_h5_Top5	ZFR2	865	1342	715	532	747	172
NRARP_+_140196713.23-P1P2_h5_Top5	NRARP	1518	1791	1074	1037	1272	351
ZNF491_-_11909574.23-P1P2_h5_Top5	ZNF491	1930	2645	1655	1395	1958	413
ZNF681_+_23941406.23-P1P2_h5_Top5	ZNF681	316	824	298	239	332	91
GRHL3_+_24646005.23-P1P2_h5_Top5	GRHL3	1898	2922	1503	1268	1933	539
RNMT_-_13726752.23-P1P2_h5_Top5	RNMT	706	910	513	470	570	75
ZNF705A_-_8309647.23-P1P2_h5_Top5	ZNF705A	1643	2647	1245	916	1669	336
GTF2E2_+_30515728.23-P1P2_h5_Top5	GTF2E2	305	718	338	168	331	88
ZCCHC17_-_31769872.23-P1P2_h5_Top5	ZCCHC17	1368	2062	994	884	1522	355
RBAK_-_5112299.23-P2_h5_Top5	RBAK	1849	2160	1070	855	1176	295
SF3B5_+_144416638.23-P1P2_h5_Top5	SF3B5	5	57	24	13	48	18
HOXA6_+_27190488.23-P1P2_h5_Top5	HOXA6	1709	2233	1297	970	1464	422
ZNF593_+_26496485.23-P1P2_h5_Top5	ZNF593	1080	1309	699	691	1071	198
ZNF649_+_52407798.23-P1P2_h5_Top5	ZNF649	1953	2224	1140	1151	1398	341
SP2_+_45973670.23-P1P2_h5_Top5	SP2	1841	2575	1418	1465	2197	450
PDCL2_+_56458290.23-P1P2_h5_Top5	PDCL2	1421	1680	1218	877	1296	326
ZNF518B_+_10459017.23-P1P2_h5_Top5	ZNF518B	1826	2237	1224	1217	1539	370
SNRPB2_+_16710703.23-P1P2_h5_Top5	SNRPB2	2714	3467	1874	2314	3250	832
HNRNPAB_-_177631589.23-P1P2_h5_Top5	HNRNPAB	1132	1814	1133	964	1452	282
NR6A1_+_127533603.23-P1P2_h5_Top5	NR6A1	2186	2818	1466	1704	1951	470
FAM32A_-_16296663.23-P1P2_h5_Top5	FAM32A	138	51	65	28	88	21
TRAFD1_-_112563435.23-P1P2_h5_Top5	TRAFD1	1479	2119	1002	971	1425	337
ZKSCAN2_-_25269102.23-P1P2_h5_Top5	ZKSCAN2	1401	2168	1094	1099	1684	402
ZNF701_+_53073618.23-P1P2_h5_Top5	ZNF701	2400	3738	1586	1349	1755	425
RRN3_+_15187953.23-P1P2_h5_Top5	RRN3	134	101	107	98	102	19
ARID3C_-_34628544.23-P1P2_h5_Top5	ARID3C	2369	4039	1935	1576	2428	606
non-targeting_01318_h5_Top5	non-targeting	1013	1438	582	809	1027	222
PWP1_+_108079624.23-P1P2_h5_Top5	PWP1	63	44	38	41	43	3
PRPF40B_-_50017335.23-P1P2_h5_Top5	PRPF40B	410	685	445	268	603	131
FOXN1_-_26833608.23-P1P2_h5_Top5	FOXN1	2129	3401	1456	1495	2314	459
TRIP13_-_893070.23-P1P2_h5_Top5	TRIP13	107	133	59	39	76	24
TRPC3_+_122872817.23-P1P2_h5_Top5	TRPC3	1658	2428	1405	1134	1566	382
GRWD1_-_48949282.23-P1P2_h5_Top5	GRWD1	743	879	602	512	740	147
AGRN_-_955702.23-P1P2_h5_Top5	AGRN	2608	3121	1825	1809	2204	584
ZNF394_+_99097475.23-P1P2_h5_Top5	ZNF394	654	788	511	384	671	118
KDM3A_-_86668516.23-P1P2_h5_Top5	KDM3A	1467	1838	1220	1245	1431	337
VEZF1_-_56065595.23-P1P2_h5_Top5	VEZF1	2345	3029	1953	1279	1987	525
PRICKLE1_-_42983554.23-P1P2_h5_Top5	PRICKLE1	1647	2553	1194	1115	1764	454
ZFP36L1_+_69259726.23-P1_h5_Top5	ZFP36L1	577	624	376	319	417	82
TRERF1_+_42419454.23-P1P2_h5_Top5	TRERF1	2440	3024	1572	1828	2522	605
ZNF823_-_11849493.23-P1P2_h5_Top5	ZNF823	2185	2745	1446	1244	1775	495
PABPC1L_+_43538778.23-P1P2_h5_Top5	PABPC1L	3005	4372	2346	2152	2651	669
CCNL2_+_1334607.23-P1P2_h5_Supp5	CCNL2	0	1	0	0	0	0
MRO_+_48345927.23-P1P2_h5_Top5	MRO	1371	1732	1108	811	1201	253
VSX1_-_25058645.23-P1P2_h5_Top5	VSX1	582	863	455	478	483	135
ZNF519_-_14132166.23-P1P2_h5_Top5	ZNF519	2405	3650	1786	2199	2575	558
DND1_+_140053102.23-P1P2_h5_Top5	DND1	2541	3432	1930	1505	2378	627
SF3A2_+_2243936.23-P2_h5_Top5	SF3A2	419	870	424	259	729	143
ALX4_-_44331111.23-P1P2_h5_Top5	ALX4	2711	3713	1918	1859	2423	635
KIAA2018_-_113415057.23-P1P2_h5_Top5	KIAA2018	4272	7076	3937	2779	4710	1152
non-targeting_01094_h5_Top5	non-targeting	3952	4370	2944	2493	3316	910
THOC2_+_122866641.23-P1P2_h5_Top5	THOC2	32	89	55	15	31	13
VAX2_+_71127722.23-P1P2_h5_Top5	VAX2	1004	1574	779	641	1042	281
non-targeting_01107_h5_Top5	non-targeting	1470	1897	1132	1055	1186	239
non-targeting_01103_h5_Top5	non-targeting	937	914	510	505	879	142
RBM15B_-_51428838.23-P1_h5_Top5	RBM15B	2759	3109	1737	1738	1935	423
SATB2_-_200323026.23-P1P2_h5_Top5	SATB2	2171	2879	1859	1474	2105	529
FUBP1_+_78444713.23-P1P2_h5_Top5	FUBP1	203	306	154	133	224	56
HMGB4_-_34330149.23-P1P2_h5_Top5	HMGB4	1391	1996	1049	993	1310	343
RBM3_-_48433362.23-P1P2_h5_Top5	RBM3	2179	2629	1632	1281	1821	500
DDX58_+_32526169.23-P1P2_h5_Top5	DDX58	4099	5561	3464	3007	4255	1054
ZNF503_-_77161090.23-P1P2_h5_Top5	ZNF503	1026	1672	1058	671	1187	278
ALKBH8_+_107436405.23-P1P2_h5_Top5	ALKBH8	1060	1334	790	491	570	165
PHF3_-_64345849.23-P1P2_h5_Top5	PHF3	1783	2371	1357	1114	1660	371
ETV7_-_36355458.23-P1P2_h5_Top5	ETV7	786	1302	671	463	800	171
ORC1_-_52870039.23-P1P2_h5_Top5	ORC1	175	153	100	140	163	24
PLXNB1_-_48470387.23-P1P2_h5_Top5	PLXNB1	1643	2521	1271	1000	1754	325
GEMIN4_-_655118.23-P1P2_h5_Top5	GEMIN4	323	335	223	181	217	55
ABLIM3_-_148521229.23-P1P2_h5_Top5	ABLIM3	2106	2809	1702	1154	1368	474
ZNF579_-_56092215.23-P1P2_h5_Top5	ZNF579	2062	2871	1609	1542	1823	470
ZNF154_-_58220328.23-P1P2_h5_Top5	ZNF154	1545	2082	1213	840	1261	368
ZNF511_-_135122813.23-P1P2_h5_Top5	ZNF511	530	870	405	308	463	110
ZNF746_+_149194517.23-P1P2_h5_Supp5	ZNF746	0	1	0	0	0	0
ZNF740_+_53574514.23-P1P2_h5_Top5	ZNF740	3889	4621	2729	2922	3846	885
ACRBP_-_6756147.23-P1P2_h5_Top5	ACRBP	1013	1685	957	810	1063	238
LBX2_-_74730431.23-P1P2_h5_Top5	LBX2	1919	2740	1767	1267	1716	495
RPAP1_+_41836441.23-P1P2_h5_Top5	RPAP1	1445	2250	1418	908	1431	377
